freq,unit,sex,age,geo\TIME_PERIOD	1960 	1961 	1962 	1963 	1964 	1965 	1966 	1967 	1968 	1969 	1970 	1971 	1972 	1973 	1974 	1975 	1976 	1977 	1978 	1979 	1980 	1981 	1982 	1983 	1984 	1985 	1986 	1987 	1988 	1989 	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,NR,T,Y55-59,SM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2100 	2160 	: 	: 	: 	: 	2600 	: 	: 	: 	: 	: 	: 	: 
A,NR,T,Y55-59,TR	775971 	788620 	802192 	816713 	832222 	848751 	860995 	874066 	888006 	902854 	918662 	881532 	846552 	813577 	782464 	753090 	814398 	882474 	958182 	1042489 	1136508 	1218354 	1306923 	1402840 	1506792 	1619534 	1666262 	1718152 	1775546 	1838824 	1908412 	1842646 	1895646 	1944625 	1986106 	2020083 	2047067 	2065536 	2079038 	2095049 	2116066 	2105000 b	2174000 	2246000 	2327000 	2417000.0 	2525000.0 	2643000.0 	2788858.0 	2878104.0 	2945603.0 	3264313 	3454415 	3478582 	3555185 	3656563 	3681170 	3715736 	3966727 	4172341 	4389997 	4577587 	4707180 	4627141 	4626522 	4579564 
A,NR,T,Y55-59,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2825091.0 	2948819.0 	3054987.0 	3074616.0 	3052164.0 	3039914 	3068133 	3097369 	3180844 	3042919 	3130136 	3154026 	3152778 	3110494 	3027413 	2889823 	2776478 	: 	: 	: 
A,NR,T,Y55-59,UK	3300000 	3300000 	3400000 	3400000 	3400000 	3500000 	3471000 	3470300 	3462200 	3452000 	3437200 	3396400 	3316367 	3181738 	3017106 	2988655 	3094906 	3209180 	3333617 	3453219 	3438594 	3320677 	3231875 	3167986 	3124479 	3094934 	3071801 	3046313 	3017019 	2982880 	2950355 	2926505 	2920530 	2941227 	2978635 	3008079 	3007772 	3003369 	3038399 	3111167 	3203401 	3322023 	3524555 	3731750 	3840225 	3894821.0 	3919468.0 	3836852.0 	3698669.0 	3629877.0 	3603883.0 	3608988 	3653305 	3720453 	3799810 	3896792 	4008675 	4125502 	4240050 	4351807 	: 	: 	: 	: 	: 	: 
A,NR,T,Y60-64,AD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1753 	1861 	1937 	2047 	2141 	2246 	2376 	2456 	2625 	2589 	2568 	2617 	2598 	2554 	2477 	2613 	2602 	2707 	3011 	3304.0 	3334.0 	3577.0 	3775.0 	3951.0 	4033.0 	3757 	3757 	3641 	: 	: 	: 	: 	: 	4443 	: 	: 	: 	: 	: 	: 
A,NR,T,Y60-64,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	113379 	119093 	120875 	120021.0 	114621.0 	111929.0 	109872.0 	111788.0 	118635.0 	128412 	133601 	137335 	142518 	149286 	157185 	164686 	173175 	179460 	185289 	188453 	: 	195114 	: 	191392 
A,NR,T,Y60-64,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	76713.0 	73527.0 	79207.0 	91526.0 	107399.0 	: 	: 	: 	: 	150824 	158126 	164829 	171704 	183078 	190976 	199349 	: 	: 	225808 	: 
A,NR,T,Y60-64,AT	414729 	425015 	434681 	444420 	450118 	454201 	455256 	455917 	453631 	451891 	449570 	448621 	443309 	442981 	438523 	429977 	400606 	363202 	319906 	283243 	270000 	293105 	332551 	373161 	410194 	426501 	426342 	419476 	411219 	406039 	400632 	397428 	393459 	390058 	381232 	371484 	359676 	352002 	346368 	351340 	392709 	438407 	475891 	495729 	508926 	490176.0 	447403.0 	427235.0 	437230.0 	445549.0 	449657.0 	472872 	478584 	472777 	470053 	473895 	484296 	504980 	523556 	543241 	565635 	587230 	606524 	630776 	653431 	671777 
A,NR,T,Y60-64,AZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	142000.0 	137700.0 	147000.0 	179900.0 	209718.0 	244226 	266176 	287625 	303950 	327290 	351065 	384923 	419422 	466060 	508569 	549338 	573941 	580769 	585792 	584160 
A,NR,T,Y60-64,BE	510838 	522560 	525517 	534340 	541296 	547693 	549692 	546193 	545165 	544918 	539991 	535781 	529414 	526153 	523940 	522148 	502944 	471618 	424784 	382889 	370287 	402250 	447461 	497211 	548954 	572781 	570155 	566479 	562400 	560869 	558169 	561652 	565360 	569486 	566299 	561651 	548055 	535975 	527195 	527259 	525739 	518355 	500880 	489810 	488171 	494136.0 	508336.0 	552887.0 	589117.0 	613827.0 	631872.0 	650906 	648725 	651981 	654989 	663321 	673689 	686675 	697421 	710403 	723984 	734898 	746040 	756681 	766385 	775610 
A,NR,T,Y60-64,BG	293311 	318609 	323932 	338436 	350886 	372746 	381240 	402469 	414771 	424625 	429635 	441144 	438494 	450340 	426673 	444196 	448961 	414976 	355702 	346168 	328231 	344638 	396203 	463578 	510612 	537207 	553398 	562607 	557213 	560505 	542566 	536515 	522222 	524561 	521807 	528054 	517930 	514718 	494518 	476873 	452865 	443070 	431105 	434146 	438964 	442618.0 	454299.0 	475550.0 	488482.0 	504452.0 	524716.0 	540149 	528972 	543605 	538004 	526593 	510869 	506332 	499117 	489301 	483549 	474973 	465450 	459080 	455588 	451653 
A,NR,T,Y60-64,BY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	344446.0 	331795.0 	354724.0 	399884.0 	: 	507001 	537432 	553366 	562068 	567427 	583779 	601179 	621451 	650795 	: 	: 	: 	: 	: 	: 
A,NR,T,Y60-64,CH	258200 	264658 	272061 	279331 	284350 	288823 	294021 	297563 	300517 	307029 	310744 	314349 	314321 	316414 	314847 	314175 	306109 	298537 	288435 	280792 	274748 	284083 	295678 	307175 	316897 	324947 	324997 	324142 	324057 	324718 	326442 	328004 	329639 	332543 	335125 	338448 	340224 	342690 	342958 	345780 	348355 	352064 	359307 	373810 	389807 	406441.0 	422424.0 	436543.0 	445821.0 	453631.0 	457530.0 	459811 	457353 	458224 	458714 	463486 	468979 	480708 	491373 	503529 	517347 	532379 	546334 	562014 	582938 	602308 
A,NR,T,Y60-64,CY	: 	18512 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25913 	: 	: 	20975 	: 	: 	: 	: 	: 	19393 	19458 	19772 	20105 	20400 	20725 	21043 	21387 	21975 	22748 	23588 	24449 	24941 	25478 	25992 	26570 	27121 	27675 	28254 	28933 	31415 	32056 	32519 	33058.0 	33826.0 	34981.0 	37174.0 	39908.0 	42661.0 	45094 	46714 	46817 	46568 	46393 	46550 	47690 	48926 	50753 	52890 	54594 	55437 	57114 	58443 	58572 
A,NR,T,Y60-64,CZ	494825 	504549 	522219 	539923 	553882 	565033 	567315 	577141 	580455 	588434 	596864 	605521 	605056 	605408 	602338 	591589 	548229 	487064 	421240 	355145 	334988 	363274 	422475 	486936 	551574 	576165 	578220 	569306 	556776 	545451 	536609 	534961 	530259 	526521 	515259 	502981 	484827 	468859 	455619 	452514 	454880 	470916 	490564 	514470 	548526 	582668.0 	599045.0 	642423.0 	686142.0 	709535.0 	723822.0 	746699 	743740 	735147 	729002 	727355 	721358 	711955 	698568 	678960 	651567 	622002 b	599486 	595926 	609832 	634303 
A,NR,T,Y60-64,DE	3013467 	3134062 	3257965 	3376129 	3449540 	3533554 	3585843 	3620247 	3642700 	3686044 	3702528 	3684584 	3656779 	3650279 	3616934 	3560280 	3365435 	3061626 	2695862 	2363187 	2240606 	2431468 	2744001 	3054592 	3310318 	3391205 	3355710 	3310442 	3323982 	3397409 	3460510 	4351660 	4352341 	4322804 	4233218 	4331845 	4476912 	4698853 	4960585 	5294899 	5529896 	5718165 	5805606 	5663568 	5476454 	5197776.0 	4670024.0 	4303946.0 	4250928.0 	4228731.0 	4307594.0 	4586175 b	4831570 	4989604 	5094950 	5152977 	5202056 	5281280 	5375053 	5493914 	5647771 	5818137 	5994044 	6157874 b	6345372 	6478893 
A,NR,T,Y60-64,DK	222096 	225207 	228205 	233123 	235671 	240232 	244178 	247542 	250307 	255489 	261564 	266065 	269037 	272098 	272718 	271262 	268006 	265187 	261409 	259948 	256177 	263148 	267501 	268261 	268708 	270920 	264056 	258738 	255480 	252010 	246860 	244226 	241440 	240318 	237913 	239027 	240105 	243607 	248371 	255112 	260222 	267123 	273717 	285544 	299771 	319407.0 	340252.0 	362167.0 	374291.0 	378062.0 	372657.0 	363928 	350853 	341481 	337982 	336817 	336859 	339856 	341595 	342670 	344371 	348114 	351258 	358338 	368091 	380187 
A,NR,T,Y60-64,EE	57011 	59628 	60745 	63289 	64748 	66219 	65956 	67529 	67737 	67738 	68222 	69508 	69740 	70497 	70568 	70577 	67826 	63056 	57116 	55235 	52114 	51904 	55875 	61769 	65452 	70224 	74377 	77767 	81558 	84504 	86267 	88238 	88314 	87169 	83802 	80777 	78593 	77729 	78197 	79962 	84010 	83960 	84990 	81540 	76020 	70970.0 	67210.0 	64660.0 	66100.0 	70430.0 	75540.0 	79520 	81463 	82220 	82132 	82209 b	83510 	83645 	84144 	85106 	85736 	85839 	86534 	87813 	87483 	86295 
A,NR,T,Y60-64,EL	332790 	287935 	369361 	312132 	391896 	339231 	421150 	360042 	434011 	371531 	446200 	439948 	446574 	455880 	464340 	466350 	463749 	459136 	443888 	424628 	417434 	414492 	420778 	424700 	438534 	456200 	501818 	526066 	552368 	580568 	607677 	639747 	642546 	652556 	647099 	653041 	656897 	658682 	650590 	651360 	636690 	640395 	585239 	560411 	541183 	534962.0 	546501.0 	571055.0 	599297.0 	622900.0 	636501.0 	640889 	639768 	636908 	634261 	637051 	644859 	653227 	659565 	671906 	682649 	687595 	698005 b	700950 	701936 	702124 
A,NR,T,Y60-64,ES	1249166 	: 	1265075 	1296913 	1330625 	1366639 	1404094 	1424947 	1447204 	1466868 	1483265 	1511690 	1523992 	1543756 	1551399 	1565092 	1553572 	1549296 	1537166 	1542468 	1535764 	1584955 	1651559 	1743770 	1818078 	1905385 	1948329 	1990839 	2001940 	2037454 	2060795 	2101712 	2119067 	2162297 	2185554 	2192040 	2177463 	2186047 	2129015 	2024331 	1893181 	1913810 	1839799 	1845268 	1956883 	2116689.0 	2152342.0 	2250697.0 	2340094.0 	2409201.0 	2445247.0 	2439790 	2467244 	2500210 	2488882 	2503217 	2562777 	2629808 	2706471 	2798735 	2910171 	3008316 	3089284 	3158134 	3234251 	3328817 
A,NR,T,Y60-64,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	23256024 	23121013 	22962603 	22891918 	22777146.0 	22350433.0 	22876062.0 	23819339.0 	24747610.0 	25606750.0 	26666300 	27001592 	27320301 	27398106 be	27540731 be	27757342 be	28087461 be	28380196 e	28711375 	29037045 e	29213975 bep	29506605 ep	29751412 bep	30117833 ep	30523953 ep
A,NR,T,Y60-64,FI	173639 	178185 	184471 	190485 	193370 	198959 	203467 	209212 	216031 	222666 	228245 	233456 	236036 	237316 	236530 	233781 	229056 	222691 	218000 	215630 	206367 	212225 	218653 	222943 	229757 	241852 	243344 	245621 	248274 	250160 	252983 	254650 	254554 	253161 	247125 	243283 	240951 	240005 	242832 	251425 	259218 	256916 	274073 	268016 	269893 	273109.0 	297977.0 	313032.0 	349870.0 	375755.0 	396886.0 	401712 	395223 	389588 	381168 	375230 	371660 	371711 	367232 	362561 	359619 	357251 	354782 	354703 	358789 	360294 
A,NR,T,Y60-64,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2960974 	2971119 	2988057 	2968445 	2961542 	2908541 	2868378 	2818653 	2792729 	2769869 	2733713 	2668928 	2667395 	2702552 	2747406.0 	2829833.0 	3121873.0 	3399413.0 	3646050.0 	3876226.0 	4108927 	4123400 	4121783 	4098261 b	4083926 	4057572 	4066565 	4067037 p	4090960 	4122086 	4152154 	4180619 	4202080 p	4264407 p	4312006 p
A,NR,T,Y60-64,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	150251.0 	140034.0 	148195.0 	169665.0 	191992.0 	214283 	225552 	: 	240233 	198800 	215000 	220200 	223233 	229009 	234634 	241248 	244348 	249174 	250987 	248952 
A,NR,T,Y60-64,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	265673 	258935 	254955 	248043 	236846.0 	222196.0 	222527.0 	224655.0 	232059.0 	247991.0 	267563 	272997 	279761 	286457 	291044 	294554 	301242 	300162 	298537 	295655 	291534 	286296 	282869 	278552 	273520 
A,NR,T,Y60-64,HU	482400 	501083 	513058 	525218 	533306 	538439 	535326 	543161 	549423 	561074 	575301 	593157 	601457 	614033 	617082 	617559 	576245 	517192 	450710 	388720 	380686 	421043 	484578 	548861 	609556 	614290 	615828 	609156 	596989 	590979 	585924 	582605 	575484 	574258 	567191 	559939 	547269 	539046 	531022 	527108 	525792 	534244 	539561 	552340 	558937 	574521.0 	566545.0 	565349.0 	570413.0 	583454.0 	589482.0 	616889 	656099 	661862 	678159 	706719 	723062 	729236 	719719 	692529 	648897 	610920 	577825 	557540 	544447 	537417 
A,NR,T,Y60-64,IE	127400 	130300 	129900 	128800 	127300 	125800 	124200 	125200 	126900 	128800 	131000 	133400 	134400 	135000 	135600 	136200 	136800 	137000 	137100 	137500 	138112 	139000 	139200 	139200 	139100 	140826 	140100 	139455 	136968 	135620 	134695 	134546 	134581 	135816 	136620 	136504 	137570 	140209 	141983 	144691 	148639 	151234 	153627 	158764 	164557 	170563.0 	178580.0 	187950.0 	197459.0 	205652.0 	212380.0 	216303 	219002 	222484 	225516 	229764 	234752 	241578 	246350 	253358 	259782 	267070 	274960 	283167 	292810 	300371 
A,NR,T,Y60-64,IS	6244 	6264 	6257 	6295 	6434 	6661 	6721 	6976 	7055 	7107 	7172 	7179 	7278 	7490 	7605 	7686 	7847 	7905 	8022 	8138 	8169 	8418 	8716 	8895 	9120 	9351 	9415 	9487 	9657 	9736 	9941 	10304 	10470 	10507 	10432 	10361 	10057 	9915 	9786 	9742 	9686 	9715 	9854 	10333 	10940 	11622.0 	12492.0 	13234.0 	13875.0 	14540.0 	15122.0 	15710 	16240 	16669 	17141 	17593 	18032 	18657 	19351 	19832 	20433 	20864 	20955 	21287 	21221 	21350 
A,NR,T,Y60-64,IT	2118600 	2193500 	2233800 	2290900 	2334700 	2406800 	2456000 	2529600 	2586000 	2701400 	2772500 	2862600 	2917147 	2973635 	2983816 	2989965 	2951593 	2809273 	2553251 	2283689 	2123375 	2215275 	2416957 	2699886 	3005056 	3216351 	3216828 	3226558 	3238652 	3240512 	3242326 	3292379 	3317861 	3305401 	3306190 	3314502 	3282965 	3262263 	3276759 	3328207 	3390401 	3447460 	3454797 	3439915 	3375198 	3282309 	3164100 	3288694 	3419345 	3568056 	3689905 	3824379 	3754974 	3687838 	3615804 	3612371 	3625089 	3680986 	3750459 	3819054 b	3893350 	3946096 	4053284 	4162290 	4292746 	4448986 
A,NR,T,Y60-64,LI	600 	620 	641 	661 	722 	757 	770 	796 	794 	815 	: 	856 	: 	891 	908 	932 	902 	866 	808 	806 	809 	845 	965 	1056 	1102 	1152 	1142 	1110 	1070 	1047 	1035 	1015 	1022 	1008 	1061 	1102 	1114 	1132 	1198 	1212 	1276 	1389 	1497 	1593 	1756 	1897.0 	1908.0 	1993.0 	2060.0 	2147.0 	2174.0 	2247 	2260 	2296 	2293 	2320 	2356 	2405 	2475 	2552 	2637 	2758 	2816 	2903 	2985 	3097 
A,NR,T,Y60-64,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	155343 	152879 	147338 	141394 	133138 	130976 	125234 	119160 	109462 	104672 	102400 	108611 	116345 	130879 	144513 	154911 	162787 	170278 	178367 	186773 	190447 	194360 	195877 	196574 	192841 	190011 	187805 	188322 	186030 	185391 	185677 	183908 	184374 	185587 	181815 	173216.0 	168940.0 	160597.0 	153561.0 	153018.0 	160233.0 	162617 	167739 	172194 	172286 	171641 	173509 	175773 	181301 	191671 	201031 	209994 	218063 	222237 	220814 	217008 
A,NR,T,Y60-64,LU	17354 	17456 	: 	: 	: 	19435 	: 	19718 	: 	: 	20126 	20078 	19853 	19821 	19547 	19427 	18877 	17923 	16611 	15446 	14870 	15262 	16008 	16597 	17692 	18136 	18245 	18732 	19565 	20165 	20944 	21713 	22004 	21795 	21509 	21044 	20497 	20177 	20272 	20450 	20929 	20495 	20457 	20769 	20965 	20909.0 	21129.0 	21965.0 	22740.0 	23790.0 	24759.0 	25979 	26319 	27092 	27906 	28921 	29802 	31413 b	32330 	33431 	34475 	35511 	36775 	38154 	39485 	40785 
A,NR,T,Y60-64,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	126532 	126283 	125319 	125666 	124320 	123365 	116963 	108064 	97338 	93356 	87757 	89361 	95718 	106214 	114127 	122077 	129512 	135819 	142732 	147709 	148821 	148585 	152949 	150739 	145504 	139995 	136790 	136289 	137267 	141433 	146561 	147400 	147754 	143320 	136687 	128651.0 	120313.0 	112836.0 	110336.0 	111466.0 	115508.0 	119178 	122563 	123374 	122049 	121141 	122485 	123413 	125897 	129739 	131847 	133522 	134850 	135569 	133808 	132233 
A,NR,T,Y60-64,MC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2963 	2988 
A,NR,T,Y60-64,MD	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	122126.0 	122384.0 	119442.0 	124959.0 	139577.0 	156930 	173963 	190219 	202378 	190131 be	187345 e	184493 e	182911 e	185115 e	189941 e	193305 e	197578 e	194773 ep	189578 ep	178941 ep
A,NR,T,Y60-64,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29059 	29408 	29315 	29413 	29710 	27987.0 	25450.0 	25021.0 	25874.0 	27572.0 	29910.0 	33347 	34932 	36535 	38009 	39156 	39437 	40107 	40430 	40689 	40340 	40370 	40264 	40006 	40286 	39903 
A,NR,T,Y60-64,MK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	86730 	90608 	91685 	94190 	93766 	91655 	89996 	89931 	87484 	89232 	90075 	89856.0 	88544.0 	88941.0 	90596.0 	96146.0 	101092.0 	107080 	111879 	116152 	117663 	120847 	122887 	126040 	126839 	127913 	128773 	129542 	125098 b	122775 	122514 	122134 
A,NR,T,Y60-64,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10517 	11347 	10943 	11221 	11714 	12942 	: 	13385 	13743 	15186 	15230 	15344 	15228 	14986 	15091 b	15181 	15496 	16050 	16242 	16731 	17089 	17344 	17502 	17856 	18094 	17396 	16611 	17292 	19372.0 	21954.0 	24822.0 	28218.0 	30224.0 	30460.0 	30797 	30448 	29709 	28968 	28764 	28722 	29329 	29945 	30603 	31149 	31351 	31213 	31150 	30773 	30317 
A,NR,T,Y60-64,NL	471432 	478984 	487973 	499850 	510284 	523214 	535329 	544074 	551367 	560028 	566963 	571262 	572819 	579683 	585614 	592049 	593342 	598144 	595034 	587960 	582351 	605359 	623700 	640625 	664674 	682444 	677068 	674125 	671617 	669313 	669711 	678064 	683273 	691777 	691959 	694447 	692210 	694996 	696242 	709498 	723452 	742551 	754683 	772807 	795586 	824093.0 	838295.0 	924538.0 	995279.0 	1040597.0 	1070007.0 	1103652 	1070490 	1051797 	1044204 	1046184 	1053752 	1068342 	1079738 	1096839 	1117798 	1137661 	1158497 	1181421 	1201970 	1220243 
A,NR,T,Y60-64,NO	178720 	181973 	184765 	187990 	189729 	191887 	193350 	195048 	196575 	198737 	202588 	206093 	209471 	213563 	216359 	217607 	218600 	219060 	220873 	222452 	221129 	228607 	232005 	232460 	232949 	233857 	224653 	219161 	211938 	204947 	198883 	195584 	191131 	188724 	184094 	180239 	175892 	174006 	173506 	176975 	182190 	188281 	191632 	199197 	208964 	223616.0 	238922.0 	262060.0 	277354.0 	287661.0 	291182.0 	292408 	286147 	284646 	285285 	287494 	291084 	297217 	300179 	303743 	307223 	309652 	311265 	316094 	321077 	327796 
A,NR,T,Y60-64,PL	1035600 	: 	: 	: 	: 	1308100 	: 	: 	: 	: 	1461900 	: 	: 	: 	: 	1487068 	: 	: 	: 	: 	1058593 	: 	: 	: 	: 	1609157 	: 	: 	: 	: 	1818245 	1843580 	1862526 	1882010 	1855065 	1831776 	1793963 	1777615 	1750645 	1738977 	1722531 	1696669 	1652405 	1595956 	1549650 	1511521.0 	1483997.0 	1586823.0 	1747187.0 	1932727.0 	2136305.0 	2344534 	2462303 	2546823 	2607714 	2659433 	2709884 	2733162 	2752175 	2752895 	2731788 	2619867 bep	2516875 ep	2404218 ep	2301235 ep	2209598 ep
A,NR,T,Y60-64,PT	307250 	334019 	339700 	351620 	361110 	382190 	373590 	383650 	388340 	395540 	390010 	412656 	402510 	404130 	391310 	422650 	436650 	432640 	425690 	417970 	414010 	431731 	442804 	457350 	479440 	497481 	502590 	513547 	520163 	528126 	531653 	538915 	538664 	545966 	546663 	550083 	554060 	557259 	555242 	556349 	558009 	550980 	540287 	536235 	536203 	540665.0 	554971.0 	568123.0 	580385.0 	599812.0 	612174.0 	620832 	633696 	646758 	644335 	648575 	654712 	657448 	665319 	678018 	690884 	703828 	716653 	727409 	736800 	749317 
A,NR,T,Y60-64,RO	: 	: 	: 	: 	: 	: 	: 	: 	898205 	907712 	927573 	951475 	972241 	996759 	1009530 	1011661 	937290 	840499 	718074 	652385 	648660 	680061 	758732 	891695 	1030441 	1087930 	1137868 	1166173 	1184353 	1207362 	1210920 	1227547 	1232053 	1256567 	1245761 	1246804 	1234666 	1247184 	1231412 	1237509 	1234998 	1217647 	1154384 	1140403 	1129899 	1119651.0 	1161866.0 	1156704.0 	1187861.0 	1237455.0 	1239054.0 	1245187 	1253950 	1303936 	1330196 	1325427 	1344927 	1356310 	1349989 	1340298 	1297311 e	1228138 e	1217345 e	1145455 e	1081186 e	1027541 e
A,NR,T,Y60-64,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	495906 	477994 	465270 	449041 	427983 	406234 	386491.0 	358554.0 	358652.0 	377802.0 	407626.0 	442029.0 	513239 	531375 	551436 	559312 	566143 	558808 	558753 	532976 	514185 	491135 	478169 	464764 	470157 b	461194 	450448 
A,NR,T,Y60-64,RU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4406902.0 	4336377.0 	4898103.0 	5772885.0 	6896925.0 	7832364 	: 	: 	8948524 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,T,Y60-64,SE	387719 	395509 	404692 	414097 	420694 	429879 	435931 	442922 	450677 	461112 	471850 	479230 	483613 	487500 	488008 	486031 	481626 	477009 	471976 	466457 	460944 	478713 	489249 	491754 	494408 	494964 	475356 	459384 	448085 	439505 	430115 	423746 	418529 	415137 	407467 	404841 	401689 	403293 	406821 	417732 	431363 	442477 	455077 	477779 	506074 	538484.0 	573282.0 	604849.0 	622703.0 	629859.0 	625455.0 	614145 	597421 	583567 	571895 	561962 	558647 	562422 	564707 	565066 	568390 	569226 	569809 	575092 	587198 	608482 
A,NR,T,Y60-64,SI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	63262 	72644 	82035 	86673 	89928 	93059 	95301 	97331 	99459 	103446 	105629 	107339 	107550 	107993 	105634 	104845 	103442 	102788 	102898 	103526 	103663 	105410 	107030 	105698.0 	100306.0 	100975.0 	102646.0 	105246.0 	111466.0 	123525 	129476 	134423 	139249 	142544 	144098 	146515 	146465 	145441 	144747 	144472 	143571 	143812 	144783 	145870 
A,NR,T,Y60-64,SK	154903 	172369 	178504 	184407 	189803 	194140 	194851 	197215 	200571 	206466 	212619 	214971 	217188 	220188 	220080 	218703 	207397 	186962 	163423 	139497 	136079 	151200 	180992 	211128 	241889 	247351 	250692 	247180 	243158 	238582 	237138 	237856 	237234 	237545 	234356 	230621 	226290 	220899 	216018 	214775 	215704 	219903 	221738 	227033 	230974 	236916.0 	238068.0 	242664.0 	255270.0 	270191.0 	282656.0 	302914 	323234 	336562 	347116 	357257 	363292 	366568 	366955 	365386 	359913 	353682 	348115 	341097 	339570 	341734 
